4410,74,1
4549,74,0
5847,75,1
6017,75,0
7345,74,1
7532,74,0
8582,32,1
8798,32,0
10203,75,1
10373,75,0
11689,74,1
11875,74,0
13079,75,1
13309,75,0
14282,32,1
14468,32,0
15950,32,1
17791,32,0
18872,32,1
20589,32,0
20991,74,1
21130,74,0
21593,65,1
21779,65,0
23061,74,1
23216,74,0
24530,68,1
24700,68,0
25703,32,1
29663,32,0
30252,74,1
30391,74,0
31630,75,1
31892,75,0
32295,32,1
32698,32,0
33068,74,1
33284,74,0
34462,75,1
34679,75,0
35144,32,1
35468,32,0
35961,74,1
36179,74,0
37446,75,1
37507,74,1
37631,74,0
37693,75,0
38111,32,1
38329,32,0
38856,74,1
38933,75,1
39042,74,0
39089,75,0
39367,32,1
40652,32,0
40959,32,1
41206,32,0
41701,74,1
41732,75,1
41886,74,0
41886,75,0
42319,32,1
42660,32,0
43000,74,1
43140,74,0
43371,74,1
43556,74,0
43788,32,1
44129,32,0
44485,75,1
44670,75,0
45195,32,1
45522,32,0
45830,74,1
45861,75,1
46016,74,0
46016,75,0
46324,74,1
46371,75,1
46510,74,0
46510,75,0
46634,32,1
46974,32,0
48092,74,1
48247,74,0
48819,74,1
48959,74,0
49578,74,1
49732,74,0
51000,74,1
51031,75,1
51140,74,0
51217,75,0
51620,74,1
51666,75,1
51804,74,0
51851,75,0
52363,32,1
52502,32,0
52611,32,1
52796,32,0
64580,74,1
64719,74,0
65228,65,1
65399,65,0
65969,74,1
66108,74,0
66680,68,1
66865,68,0
67421,74,1
67558,74,0
68113,68,1
68297,68,0
68823,74,1
68962,74,0
69533,65,1
69672,65,0
70290,74,1
70429,74,0
70894,32,1
71081,32,0
71606,75,1
71775,75,0
72360,32,1
72545,32,0
73116,74,1
73255,74,0
73440,75,1
73624,75,0
73823,32,1
75831,32,0
75984,75,1
76277,75,0
76662,74,1
76847,74,0
77388,74,1
77528,74,0
78071,65,1
78257,65,0
78783,75,1
78892,75,0
78954,74,1
79031,75,1
79139,74,0
79169,75,0
79539,74,1
79679,74,0
80235,74,1
80343,74,0
80993,68,1
81177,68,0
81641,75,1
81811,75,0
82413,74,1
82567,74,0
83125,74,1
83264,74,0
83833,68,1
84018,68,0
84512,75,1
84729,75,0
85176,74,1
85330,74,0
85933,74,1
86040,74,0
86626,65,1
86812,65,0
87384,74,1
87508,74,0
88063,32,1
88833,74,1
88942,74,0
89020,32,0
89221,74,1
89376,74,0
89562,32,1
89748,32,0
90241,65,1
90426,65,0
90950,32,1
91197,32,0
91676,74,1
91829,74,0
92045,74,1
92154,74,0
92386,32,1
92601,32,0
93079,68,1
93265,68,0
93806,32,1
94022,32,0
94519,75,1
94658,75,0
94859,75,1
95075,75,0
95214,32,1
95509,32,0
95987,75,1
96018,74,1
96126,74,0
96203,75,0
96667,32,1
96852,32,0
97394,32,1
98244,32,0
98506,32,1
98722,32,0
98846,74,1
99031,74,0
99464,32,1
99757,32,0
100082,74,1
100253,74,0
100515,74,1
100700,74,0
100947,32,1
101208,32,0
101687,68,1
101841,68,0
102396,32,1
102658,32,0
102735,74,1
102889,74,0
103462,74,1
103615,74,0
103830,32,1
104047,32,0
104571,65,1
104710,65,0
105282,32,1
105514,32,0
105917,74,1
106025,74,0
106288,74,1
106428,74,0
106629,32,1
107185,32,0
118886,74,1
119024,74,0
119365,74,1
119504,74,0
120429,74,1
120475,75,1
120614,74,0
120690,75,0
120923,32,1
121186,32,0
121666,74,1
121712,75,1
121851,74,0
121897,75,0
122236,74,1
122267,75,1
122422,74,0
122453,75,0
