5186,74,1
5324,74,0
7579,75,1
7733,75,0
9789,32,1
10967,74,1
11120,74,0
12063,75,1
12217,75,0
12571,32,0
13189,74,1
13374,74,0
14315,65,1
14486,65,0
15414,74,1
15568,74,0
16542,32,1
17083,32,0
17701,75,1
17841,75,0
18829,68,1
19016,68,0
19961,74,1
20115,74,0
21046,32,1
21232,32,0
22173,32,1
22359,32,0
22577,75,1
22731,75,0
23317,74,1
23457,74,0
24491,32,1
24676,32,0
24800,75,1
24971,75,0
25587,74,1
25772,74,0
26080,74,1
26219,74,0
26669,32,1
26902,32,0
27040,75,1
27226,75,0
27814,65,1
27953,65,0
28972,68,1
29141,68,0
30052,32,1
30267,32,0
31194,32,1
31379,32,0
31596,75,1
31736,75,0
32339,74,1
32524,74,0
33407,32,1
33592,32,0
33778,75,1
33994,75,0
34536,74,1
34721,74,0
35062,74,1
35247,74,0
35682,32,1
35929,32,0
36531,75,1
36716,75,0
36809,65,1
37026,65,0
37971,68,1
38157,68,0
39088,32,1
40187,74,1
40326,74,0
40805,74,1
40913,74,0
41098,32,0
41268,32,1
42472,75,1
42595,75,0
43028,75,1
43167,75,0
43321,32,0
43630,32,1
44727,74,1
44882,74,0
45067,32,0
45252,74,1
45392,74,0
45854,32,1
45884,68,1
45963,32,0
46116,68,0
46613,74,1
46643,75,1
46799,74,0
46799,75,0
47047,32,1
47078,74,1
47078,75,1
47187,74,0
47218,75,0
47295,32,0
47451,74,1
47482,75,1
47559,32,1
47636,74,0
47636,75,0
47698,32,0
48148,32,1
48303,32,0
49324,75,1
49370,74,1
49478,74,0
49509,75,0
50310,32,1
50480,32,0
51066,74,1
51143,75,1
51283,74,0
51314,75,0
51499,75,1
51716,75,0
52196,32,1
52566,74,1
52706,74,0
53323,32,0
53370,75,1
53510,75,0
53680,74,1
53864,74,0
54454,65,1
54609,65,0
54887,32,1
55951,74,1
56105,74,0
56429,32,0
57032,32,1
57325,32,0
58206,74,1
58361,74,0
58965,75,1
59072,75,0
59334,32,1
59596,32,0
59736,74,1
59891,74,0
60045,74,1
60277,74,0
60463,74,1
60647,74,0
61603,74,1
61742,74,0
62314,32,1
62484,32,0
62670,74,1
62855,74,0
63473,75,1
63581,75,0
63859,32,1
64989,74,1
65143,74,0
65281,32,0
65760,74,1
65899,74,0
66100,74,1
66270,74,0
67181,32,1
67396,32,0
67936,75,1
68044,75,0
68353,75,1
68507,75,0
69437,32,1
69623,32,0
70257,74,1
70442,74,0
70643,75,1
70829,75,0
71293,32,1
71524,32,0
71724,75,1
71832,75,0
72049,74,1
72266,74,0
72854,32,1
73950,68,1
74167,68,0
74213,32,0
74723,74,1
74910,74,0
75033,65,1
75218,65,0
75821,32,1
76037,32,0
76161,74,1
76347,74,0
76963,75,1
77103,75,0
77304,65,1
77458,65,0
78060,32,1
78246,32,0
78446,75,1
78523,74,1
78694,74,0
78694,75,0
79252,74,1
79438,74,0
79578,68,1
79793,68,0
80333,74,1
80363,32,1
80486,74,0
80548,32,0
80733,74,1
80811,32,1
80888,74,0
80950,75,1
80950,32,0
81073,75,0
81490,32,1
81567,74,1
81567,75,1
81629,74,0
81676,75,0
81707,32,0
81908,32,1
82992,74,1
82992,75,1
83069,74,0
83210,75,0
84094,75,1
84171,74,1
84279,74,0
84279,75,0
84711,32,0
86180,32,1
86952,32,0
88575,32,1
88806,32,0
90788,32,1
91005,32,0
93090,74,1
93198,74,0
93584,74,1
93616,75,1
93754,74,0
93800,75,0
94125,32,1
94994,32,0
95302,74,1
95472,74,0
95829,74,1
96046,74,0
96417,32,1
96957,32,0
97575,74,1
97760,74,0
98114,75,1
98269,75,0
98686,32,1
98934,32,0
99119,74,1
99304,74,0
102091,74,1
102261,74,0
102648,75,1
102787,75,0
103188,32,1
103326,32,0
103572,32,1
103835,32,0
104344,74,1
104530,74,0
104886,74,1
105025,74,0
105429,32,1
105615,32,0
105816,32,1
106033,32,0
106607,74,1
106761,74,0
107116,75,1
107302,75,0
107673,32,1
107858,32,0
108044,32,1
108260,32,0
108803,32,1
109944,74,1
110006,75,1
110160,74,0
110191,75,0
110378,32,0
111058,32,1
111274,32,0
111600,74,1
111677,75,1
111816,74,0
111816,75,0
111877,32,1
112063,32,0
112218,32,1
112249,74,1
112249,75,1
112388,74,0
112435,75,0
112435,32,0
112790,74,1
112836,75,1
112836,32,1
112976,74,0
112976,75,0
112976,32,0
113301,32,1
113517,32,0
113827,32,1
114043,32,0
114429,32,1
114646,32,0
115016,75,1
115202,75,0
115525,32,1
115742,32,0
116084,74,1
116270,74,0
116656,32,1
116871,32,0
117197,75,1
117382,75,0
117845,32,1
118973,74,1
119082,74,0
119159,32,0
119267,32,1
119484,32,0
119654,32,1
119901,32,0
120117,32,1
120148,74,1
120226,75,1
120303,32,0
120334,74,0
120364,75,0
122299,74,1
122486,74,0
123056,75,1
123242,75,0
124570,74,1
124724,32,1
124755,74,0
124786,32,0
125388,74,1
125419,75,1
125559,74,0
125559,75,0
126486,32,1
126593,74,1
126593,75,1
126701,32,0
126732,74,0
126732,75,0
126748,32,1
126794,74,1
126824,75,1
126933,74,0
126933,75,0
127955,75,1
128001,74,1
128109,74,0
128140,75,0
129020,32,0
129098,74,1
129175,75,1
129283,74,0
129283,75,0
129840,74,1
129917,75,1
130056,74,0
130056,75,0
130891,74,1
130922,75,1
130999,32,1
131107,74,0
131107,75,0
131107,32,0
131294,32,1
132449,75,1
132465,74,1
132635,74,0
132635,75,0
132897,32,0
133176,75,1
133346,75,0
134322,74,1
134353,75,1
134492,74,0
134538,75,0
135451,74,1
135482,75,1
135636,74,0
135636,75,0
135822,32,1
136951,74,1
136951,75,1
137090,74,0
137136,75,0
137307,32,0
137694,32,1
137987,32,0
138034,32,1
139469,32,0
139949,74,1
139995,75,1
140135,74,0
140135,75,0
140335,32,1
141772,32,0
142250,74,1
142389,74,0
142652,32,1
144011,32,0
144862,74,1
145017,74,0
145572,74,1
145758,74,0
145928,32,1
146254,32,0
146624,75,1
146841,75,0
147800,74,1
147986,74,0
148171,32,1
148496,32,0
148915,74,1
149086,74,0
150074,74,1
150106,75,1
150320,74,0
150320,75,0
150428,32,1
150894,32,0
151219,74,1
151250,75,1
151405,74,0
151405,75,0
151559,74,1
151590,75,1
151744,74,0
151744,75,0
152331,74,1
152378,75,1
152517,74,0
152517,75,0
152701,74,1
152747,75,1
152887,74,0
152887,75,0
153476,74,1
153507,75,1
153614,74,0
153614,75,0
153878,32,1
154932,74,1
154963,75,1
155119,74,0
155119,75,0
155366,32,0
155689,32,1
155983,32,0
171832,32,1
172576,74,1
172607,75,1
172746,74,0
172761,75,0
173008,74,1
173008,75,1
173163,74,0
173193,75,0
173733,75,1
173748,74,1
173888,74,0
173888,75,0
174103,74,1
174149,75,1
174288,74,0
174288,75,0
176854,32,0
181971,74,1
182155,74,0
183083,32,1
183268,32,0
184147,32,1
184364,32,0
184457,32,1
184487,65,1
184518,32,0
184703,65,0
184904,74,1
185043,74,0
185275,74,1
185430,74,0
186451,68,1
186606,68,0
187549,68,1
187734,68,0
188336,74,1
188476,74,0
188707,32,1
189773,75,1
189881,75,0
191024,65,1
191163,65,0
191348,32,0
191703,65,1
191888,65,0
192058,32,1
192307,32,0
192864,75,1
193002,75,0
193310,32,1
194376,68,1
194561,68,0
194732,32,0
195071,74,1
195103,75,1
195258,74,0
195258,75,0
195475,74,1
195505,75,1
195644,74,0
195644,75,0
196264,74,1
196402,74,0
196588,75,1
196774,75,0
197346,75,1
197485,75,0
197747,32,1
198889,74,1
199043,74,0
199183,32,0
199556,32,1
199728,32,0
199988,74,1
200019,75,1
200158,74,0
200236,75,0
201085,32,1
201271,32,0
201857,75,1
201996,75,0
202243,68,1
202382,68,0
203308,32,1
203524,32,0
204035,32,1
204219,32,0
204467,74,1
204652,74,0
205241,65,1
205379,65,0
205625,32,1
205812,32,0
205920,65,1
206105,65,0
206694,32,1
207869,68,1
208055,68,0
208225,32,0
208550,32,1
208796,32,0
208983,74,1
209153,74,0
209676,32,1
209846,32,0
210016,75,1
210233,75,0
210805,32,1
211021,32,0
211146,74,1
211331,74,0
211918,32,1
212104,32,0
212227,75,1
212472,75,0
213027,32,1
213181,32,0
213227,74,1
213366,74,0
213412,74,1
213566,74,0
214122,32,1
214261,32,0
214462,75,1
214678,75,0
215234,74,1
215420,74,0
215745,32,1
216889,74,1
216997,74,0
217245,74,1
217400,74,0
217648,75,1
217757,75,0
219008,32,0
